# Genepanel: Mendeliom Version: 01 Date: 2018-08-09
#gene symbol	HGNC	phenotype	inheritance	omim_number	pmid	inheritance info	comment	Phenotype categories (multiple columns)
G6PC3	24861	Neutropenia, severe congenital 4, autosomal recessive	AR	612541				
G6PD	4057	Hemolytic anemia, G6PD deficient (favism)	XD	300908				
GABBR2	4507	Epileptic encephalopathy, early infantile, 59	AD	617904				
GABBR2	4507	Neurodevelopmental disorder with poor language and loss of hand skills	AD	617903				
GABRA1	4075	Epileptic encephalopathy, early infantile, 19	AD	615744				
GABRB1	4081	Epileptic encephalopathy, early infantile, 45	AD	617153				
GABRB2	4082	Epileptic encephalopathy, infantile or early childhood, 2	AD	617829				
GABRB3	4083	Epileptic encephalopathy, early infantile, 43	AD	617113				
GABRG2	4087	Epilepsy, generalized, with febrile seizures plus, type 3	AD	611277				
GABRG2	4087	Febrile seizures, familial, 8	AD	611277				
GAD1	4092	?Cerebral palsy, spastic quadriplegic, 1	AR	603513				
GAL	4114	?Epilepsy, familial temporal lobe, 8	AD	616461				
GALC	4115	Krabbe disease	AR	245200				
GALE	4116	Galactose epimerase deficiency	AR	230350				
GALK1	4118	Galactokinase deficiency with cataracts	AR	230200				
GALNS	4122	Mucopolysaccharidosis IVA	AR	253000				
GALNT3	4125	Tumoral calcinosis, hyperphosphatemic, familial	AR	211900				
GALT	4135	Galactosemia	AR	230400				
GAMT	4136	Cerebral creatine deficiency syndrome 2	AR	612736				
GAN	4137	Giant axonal neuropathy-1	AR	256850				
GANAB	4138	Polycystic kidney disease 3	AD	600666				
GARS	4162	Charcot-Marie-Tooth disease, type 2D	AD	601472				
GARS	4162	Neuropathy, distal hereditary motor, type VA	AD	600794				
GAS1	4165	semilobar holoprosencephaly	AD		20583177, 21842183			
GAS8	4166	Ciliary dyskinesia, primary, 33	AR	616726				
GATA1	4170	Anemia, X-linked, with/without neutropenia and/or platelet abnormalities	XR	300835				
GATA1	4170	Thrombocytopenia with beta-thalassemia, X-linked	XR	314050				
GATA1	4170	Thrombocytopenia, X-linked, with or without dyserythropoietic anemia	XR	300367				
GATA2	4171	Emberger syndrome	AD	614038				
GATA2	4171	Immunodeficiency 21	AD	614172				
GATA3	4172	Hypoparathyroidism, sensorineural deafness, and renal dysplasia	AD	146255				
GATA6	4174	Atrial septal defect 9	AD	614475				
GATA6	4174	Atrioventricular septal defect 5	AD	614474				
GATA6	4174	Pancreatic agenesis and congenital heart defects	AD	600001				
GATA6	4174	Tetralogy of Fallot	AD	187500				
GATAD1	29941	Cardiomyopathy, dilated, 2B	AR	614672		GUS		
GATAD2B	30778	Mental retardation, autosomal dominant 18	AD	615074				
GATM	4175	Cerebral creatine deficiency syndrome 3	AR	612718				
GBA	4177	Gaucher disease, perinatal lethal	AR	608013				
GBA	4177	Gaucher disease, type I	AR	230800				
GBA	4177	Gaucher disease, type II	AR	230900				
GBA	4177	Gaucher disease, type III	AR	231000				
GBA	4177	Gaucher disease, type IIIC	AR	231005				
GBA2	18986	Spastic paraplegia 46, autosomal recessive	AR	614409				
GBE1	4180	Glycogen storage disease IV	AR	232500				
GBE1	4180	Polyglucosan body disease, adult form	AR	263570				
GCDH	4189	Glutaricaciduria, type I	AR	231670				
GCK	4195	Diabetes mellitus, noninsulin-dependent, late onset	AD	125853				
GCK	4195	Diabetes mellitus, permanent neonatal	AR;AD	606176				
GCK	4195	Hyperinsulinemic hypoglycemia, familial, 3	AD	602485				
GCK	4195	MODY, type II	AD	125851				
GCLC	4311	Hemolytic anemia due to gamma-glutamylcysteine synthetase deficiency	AR	230450				
GCM2	4198	Hyperparathyroidism 4	AD	617343				
GCM2	4198	Hypoparathyroidism, familial isolated	AD	146200				
GCNT2	4204	Adult i phenotype without cataract	AD	110800				
GCNT2	4204	Cataract 13 with adult i phenotype	AR	116700				
GCSH	4208	Glycine encephalopathy	AR	605899				
GDAP1	15968	Charcot-Marie-Tooth disease, axonal, type 2K	AR;AD	607831				
GDAP1	15968	Charcot-Marie-Tooth disease, axonal, with vocal cord paresis	AR	607706				
GDAP1	15968	Charcot-Marie-Tooth disease, recessive intermediate, A	AR	608340				
GDAP1	15968	Charcot-Marie-Tooth disease, type 4A	AR	214400				
GDF2	4217	Telangiectasia, hereditary hemorrhagic, type 5	AD	615506				
GDF3	4218	Klippel-Feil syndrome 3, autosomal dominant	AD	613702				
GDF3	4218	Microphthalmia with coloboma 6	AD	613703				
GDF3	4218	Microphthalmia, isolated 7	AD	613704				
GDF5	4220	?Acromesomelic dysplasia, Hunter-Thompson type	AR	201250				
GDF5	4220	Brachydactyly, type A1, C	AR;AD	615072				
GDF5	4220	Brachydactyly, type A2	AD	112600				
GDF5	4220	Brachydactyly, type C	AD	113100				
GDF5	4220	Chondrodysplasia, Grebe type	AR	200700				
GDF5	4220	Du Pan syndrome	AR	228900				
GDF5	4220	Multiple synostoses syndrome 2	AD	610017				
GDF5	4220	Symphalangism, proximal, 1B	AD	615298				
GDF6	4221	Klippel-Feil syndrome 1, autosomal dominant	AD	118100				
GDF6	4221	Leber congenital amaurosis 17	AR	615360				
GDF6	4221	Microphthalmia with coloboma 6, digenic	AD	613703				
GDF6	4221	Microphthalmia, isolated 4	AD	613094				
GDF6	4221	Multiple synostoses syndrome 4	AD	617898				
GDI1	4226	Mental retardation, X-linked 41	XD	300849				
GDNF	4232	Central hypoventilation syndrome	AD	209880				
GFAP	4235	Alexander disease	AD	203450				
GFER	4236	Myopathy, mitochondrial progressive, with congenital cataract, hearing loss, and developmental delay	AR	613076				
GFI1	4237	?Neutropenia, nonimmune chronic idiopathic, of adults	AD	607847				
GFI1	4237	?Neutropenia, severe congenital 2, autosomal dominant	AD	613107				
GFI1B	4238	Bleeding disorder, platelet-type, 17	AR;AD	187900				
GFM1	13780	Combined oxidative phosphorylation deficiency 1	AR	609060				
GFM2	29682	Developmental delay, dystonia, dysarthria and neuroimaging abnormalities	AR		29075935			
GFM2	29682	Microcephaly , Wolcott-Rallison syndrome	AR		22700854			
GFPT1	4241	Myasthenia, congenital, 12, with tubular aggregates	AR	610542				
GGCX	4247	Pseudoxanthoma elasticum-like disorder with multiple coagulation factor deficiency	AR	610842				
GGCX	4247	Vitamin K-dependent clotting factors, combined deficiency of, 1	AR	277450				
GH1	4261	Growth hormone deficiency, isolated, type IA	AR	262400				
GH1	4261	Growth hormone deficiency, isolated, type IB	AD	612781				
GH1	4261	Growth hormone deficiency, isolated, type II	AD	173100				
GH1	4261	Kowarski syndrome	AR	262650				
GHR	4263	Growth hormone insensitivity, partial	AD	604271				
GHR	4263	Laron dwarfism	AR	262500				
GHRHR	4266	Growth hormone deficiency, isolated, type IB	AR	612781				
GHSR	4267	Growth hormone deficiency, isolated partial	AR;AD	615925				
GIF	4268	Intrinsic factor deficiency	AR	261000				
GINS1	28980	Immunodeficiency 55	AR	617827				
GIPC3	18183	Deafness, autosomal recessive 15	AR	601869				
GJA1	4274	Atrioventricular septal defect 3	AD	600309				
GJA1	4274	Craniometaphyseal dysplasia, autosomal recessive	AR	218400				
GJA1	4274	Erythrokeratodermia variabilis et progressiva 3	AD	617525				
GJA1	4274	Hypoplastic left heart syndrome 1	AR	241550				
GJA1	4274	Oculodentodigital dysplasia	AD	164200				
GJA1	4274	Oculodentodigital dysplasia, autosomal recessive	AR	257850				
GJA1	4274	Palmoplantar keratoderma with congenital alopecia	AD	104100				
GJA1	4274	Syndactyly, type III	AD	186100				
GJA3	4277	Cataract 14, multiple types	AD	601885				
GJA5	4279	Atrial fibrillation, familial, 11	AD	614049				
GJA5	4279	Atrial standstill, digenic (GJA5/SCN5A)	AD	108770				
GJA8	4281	Cataract 1, multiple types	AD	116200				
GJB1	4283	Charcot-Marie-Tooth neuropathy, X-linked dominant, 1	XD	302800				
GJB2	4284	Bart-Pumphrey syndrome	AD	149200				
GJB2	4284	Deafness, autosomal dominant 3A	AD	601544				
GJB2	4284	Deafness, autosomal recessive 1A	AR	220290				
GJB2	4284	Hystrix-like ichthyosis with deafness	AD	602540				
GJB2	4284	Keratitis-ichthyosis-deafness syndrome	AD	148210				
GJB2	4284	Keratoderma, palmoplantar, with deafness	AD	148350				
GJB2	4284	Vohwinkel syndrome	AD	124500				
GJB3	4285	Deafness, autosomal dominant 2B	AD	612644				
GJB3	4285	Deafness, autosomal dominant, with peripheral neuropathy	AD					
GJB3	4285	Deafness, autosomal recessive	AR					
GJB3	4285	Deafness, digenic, GJB2/GJB3	AR	220290				
GJB3	4285	Erythrokeratodermia variabilis et progressiva 1	AR;AD	133200				
GJB4	4286	Erythrokeratodermia variabilis et progressiva 2	AD	617524				
GJB6	4288	Deafness, autosomal dominant 3B	AD	612643				
GJB6	4288	Deafness, autosomal recessive 1B	AR	612645				
GJB6	4288	Deafness, digenic GJB2/GJB6	AR	220290				
GJB6	4288	Ectodermal dysplasia 2, Clouston type	AD	129500				
GJC2	17494	Leukodystrophy, hypomyelinating, 2	AR	608804				
GJC2	17494	Lymphedema, hereditary, IC	AD	613480				
GJC2	17494	Spastic paraplegia 44, autosomal recessive	AR	613206				
GK	4289	Glycerol kinase deficiency	XR	307030				
GLA	4296	Fabry disease	X	301500				
GLA	4296	Fabry disease, cardiac variant	X	301500				
GLB1	4298	GM1-gangliosidosis, type I	AR	230500				
GLB1	4298	GM1-gangliosidosis, type II	AR	230600				
GLB1	4298	GM1-gangliosidosis, type III	AR	230650				
GLB1	4298	Mucopolysaccharidosis type IVB (Morquio)	AR	253010				
GLDC	4313	Glycine encephalopathy	AR	605899				
GLDN	29514	Lethal congenital contracture syndrome 11	AR	617194				
GLE1	4315	Arthrogryposis, lethal, with anterior horn cell disease	AR	611890				
GLE1	4315	Lethal congenital contracture syndrome 1	AR	253310				
GLI2	4318	Culler-Jones syndrome	AD	615849				
GLI2	4318	Holoprosencephaly 9	AD	610829				
GLI3	4319	Greig cephalopolysyndactyly syndrome	AD	175700				
GLI3	4319	Pallister-Hall syndrome	AD	146510				
GLI3	4319	Polydactyly, postaxial, types A1 and B	AD	174200				
GLI3	4319	Polydactyly, preaxial, type IV	AD	174700				
GLIS2	29450	Nephronophthisis 7	AR	611498				
GLIS3	28510	Diabetes mellitus, neonatal, with congenital hypothyroidism	AR	610199				
GLMN	14373	Glomuvenous malformations	AD	138000				
GLRA1	4326	Hyperekplexia, hereditary 1, autosomal dominant or recessive	AR;AD	149400				
GLRB	4329	Hyperekplexia 2, autosomal recessive	AR	614619				
GLRX5	20134	Anemia, sideroblastic, 3, pyridoxine-refractory	AR	616860				
GLRX5	20134	Spasticity, childhood-onset, with hyperglycinemia	AR	616859				
GLUD1	4335	Hyperinsulinism-hyperammonemia syndrome	AD	606762				
GLUL	4341	Glutamine deficiency, congenital	AR	610015				
GLYCTK	24247	D-glyceric aciduria	AR	220120				
GM2A	4367	GM2-gangliosidosis, AB variant	AR	272750				
GMNN	17493	Meier-Gorlin syndrome 6	AD	616835				
GMPPA	22923	Alacrima, achalasia, and mental retardation syndrome	AR	615510				
GMPPB	22932	Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 14	AR	615350				
GMPPB	22932	Muscular dystrophy-dystroglycanopathy (congenital with mental retardation), type B, 14	AR	615351				
GMPPB	22932	Muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 14	AR	615352				
GNA11	4379	Hypocalcemia, autosomal dominant 2	AD	615361				
GNA11	4379	Hypocalciuric hypercalcemia, type II	AD	145981				
GNAI1	4384	Autisme	AD		26749308	GUS		
GNAI3	4387	Auriculocondylar syndrome 1	AD	602483				
GNAL	4388	Dystonia 25	AD	615073				
GNAO1	4389	Epileptic encephalopathy, early infantile, 17	AD	615473				
GNAO1	4389	Neurodevelopmental disorder with involuntary movements	AD	617493				
GNAQ	4390	Capillary malformations, congenital, 1, somatic, mosaic		163000				
GNAQ	4390	Sturge-Weber syndrome, somatic, mosaic		185300				
GNAS	4392	ACTH-independent macronodular adrenal hyperplasia	IC	219080				
GNAS	4392	McCune-Albright syndrome, somatic, mosaic		174800				
GNAS	4392	Osseous heteroplasia, progressive	AD	166350				
GNAS	4392	Pseudohypoparathyroidism Ia	AD	103580				
GNAS	4392	Pseudohypoparathyroidism Ib	AD	603233				
GNAS	4392	Pseudohypoparathyroidism Ic	AD	612462				
GNAS	4392	Pseudopseudohypoparathyroidism	AD	612463				
GNB1	4396	Mental retardation, autosomal dominant 42	AD	616973				
GNB3	4400	Night blindness, congenital stationary, type 1H	AR	617024				
GNB4	20731	Charcot-Marie-Tooth disease, dominant intermediate F	AD	615185				
GNB5	4401	Intellectual developmental disorder with cardiac arrhythmia	AR	617173				
GNB5	4401	Language delay and ADHD/cognitive impairment with or without cardiac arrhythmia	AR	617182				
GNE	23657	Nonaka myopathy	AR	605820				
GNE	23657	Sialuria	AD	269921				
GNMT	4415	Glycine N-methyltransferase deficiency	AR	606664				
GNPAT	4416	Rhizomelic chondrodysplasia punctata, type 2	AR	222765				
GNPTAB	29670	Mucolipidosis II alpha/beta	AR	252500				
GNPTAB	29670	Mucolipidosis III alpha/beta	AR	252600				
GNPTG	23026	Mucolipidosis III gamma	AR	252605				
GNRH1	4419	?Hypogonadotropic hypogonadism 12 with or without anosmia	AR	614841				
GNRHR	4421	Hypogonadotropic hypogonadism 7 without anosmia	AR	146110				
GNS	4422	Mucopolysaccharidosis type IIID	AR	252940				
GORAB	25676	Geroderma osteodysplasticum	AR	231070				
GOSR2	4431	Epilepsy, progressive myoclonic 6	AR	614018				
GP1BA	4439	Bernard-Soulier syndrome, type A1 (recessive)	AR	231200				
GP1BA	4439	Bernard-Soulier syndrome, type A2 (dominant)	AD	153670				
GP1BA	4439	von Willebrand disease, platelet-type	AD	177820				
GP1BB	4440	Bernard-Soulier syndrome, type B	AR	231200				
GP1BB	4440	Giant platelet disorder, isolated	AR	231200				
GP6	14388	Bleeding disorder, platelet-type, 11	AR	614201				
GP9	4444	Bernard-Soulier syndrome, type C	AR	231200				
GPAA1	4446	Glycosylphosphatidylinositol biosynthesis defect 15	AR	617810				
GPC3	4451	Simpson-Golabi-Behmel syndrome, type 1	XR	312870				
GPC6	4454	Omodysplasia 1	AR	258315				
GPD1	4455	Hypertriglyceridemia, transient infantile	AR	614480				
GPD1L	28956	Brugada syndrome 2	AD	611777				
GPHN	15465	Molybdenum cofactor deficiency C	AR	615501				
GPI	4458	Hemolytic anemia, nonspherocytic, due to glucose phosphate isomerase deficiency	AR	613470				
GPIHBP1	24945	Hyperlipoproteinemia, type 1D	AR	615947				
GPR101	14963	Pituitary adenoma 2, GH-secreting	X	300943				
GPR126	13841	Lethal congenital contracture syndrome 9 	AR	616503				
GPR143	20145	Nystagmus 6, congenital, X-linked	X	300814				
GPR143	20145	Ocular albinism, type I, Nettleship-Falls type	X	300500				
GPR161	23694	Pituitary stalk interruption syndrome	AR		25322266			
GPR179	31371	Night blindness, congenital stationary (complete), 1E, autosomal recessive	AR	614565				
GPR64	4516	Vas deferens, congenital bilateral aplasia of, X-linked	X	300985				
GPR68	4519	Amelogenesis imperfecta, hypomaturation type, IIA6	AR	617217				
GPR88	4539	?Chorea, childhood-onset, with psychomotor retardation	AR	616939				
GPR98	17416	?Febrile seizures, familial, 4	AD	604352				
GPR98	17416	Usher syndrome, type 2C	AR	605472				
GPR98	17416	Usher syndrome, type 2C, GPR98/PDZD7 digenic	AR	605472				
GPSM2	29501	Chudley-McCullough syndrome	AR	604213				
GPT2	18062	Mental retardation, autosomal recessive 49	AR	616281				
GREB1L	31042	Renal hypodysplasia/aplasia 3	AD	617805				
GREM2	17655	Tooth agenesis, selective, 9	AD	617275				
GRHL2	2799	Deafness, autosomal dominant 28	AD	608641				
GRHL2	2799	Ectodermal dysplasia/short stature syndrome	AR	616029				
GRHL3	25839	Van der Woude syndrome 2	AD	606713				
GRHPR	4570	Hyperoxaluria, primary, type II	AR	260000				
GRIA3	4573	Mental retardation, X-linked 94	XR	300699				
GRIA4	4574	Neurodevelopmental disorder with or without seizures and gait abnormalities	AD	617864				
GRID2	4576	Spinocerebellar ataxia, autosomal recessive 18	AR	616204				
GRIK2	4580	Mental retardation, autosomal recessive, 6	AR	611092				
GRIN1	4584	Neurodevelopmental disorder with or without hyperkinetic movements and seizures, autosomal dominant	AD	614254				
GRIN1	4584	Neurodevelopmental disorder with or without hyperkinetic movements and seizures, autosomal recessive	AR	617820				
GRIN2A	4585	Epilepsy, focal, with speech disorder and with or without mental retardation	AD	245570				
GRIN2B	4586	Epileptic encephalopathy, early infantile, 27	AD	616139				
GRIN2B	4586	Mental retardation, autosomal dominant 6	AD	613970				
GRIN2D	4588	Epileptic encephalopathy, early infantile, 46	AD	617162				
GRIP1	18708	Fraser syndrome 3	AR	617667				
GRK1	10013	Oguchi disease-2	AR	613411				
GRM1	4593	Spinocerebellar ataxia 44	AD	617691				
GRM1	4593	Spinocerebellar ataxia, autosomal recessive 13	AR	614831				
GRM6	4598	Night blindness, congenital stationary (complete), 1B, autosomal recessive	AR	257270				
GRN	4601	Aphasia, primary progressive	AD	607485				
GRN	4601	Ceroid lipofuscinosis, neuronal, 11	AR	614706				
GRN	4601	Frontotemporal lobar degeneration with ubiquitin-positive inclusions	AD	607485				
GRXCR1	31673	Deafness, autosomal recessive 25	AR	613285				
GRXCR2	33862	?Deafness, autosomal recessive 101	AR	615837				
GSC	4612	Short stature, auditory canal atresia, mandibular hypoplasia, skeletal abnormalities	AR	602471				
GSN	4620	Amyloidosis, Finnish type	AD	105120				
GSPT2	4622	Intellectual disability	X		20655035	GUS	kandidatgen	
GSS	4624	Glutathione synthetase deficiency	AR	266130				
GSS	4624	Hemolytic anemia due to glutathione synthetase deficiency	AR	231900				
GTF2E2	4651	Trichothiodystrophy 6, nonphotosensitive	AR	616943				
GTF2H5	21157	Trichothiodystrophy 3, photosensitive	AR	616395				
GTPBP3	14880	Combined oxidative phosphorylation deficiency 23	AR	616198				
GUCA1A	4678	Cone dystrophy-3	AD	602093				
GUCA1A	4678	Cone-rod dystrophy 14	AD	602093				
GUCA1B	4679	Retinitis pigmentosa 48	AD	613827				
GUCY1A3	4685	Moyamoya 6 with achalasia	AR	615750				
GUCY2C	4688	Diarrhea 6	AD	614616				
GUCY2C	4688	Meconium ileus	AR	614665				
GUCY2D	4689	?Central areolar choroidal dystrophy 1	AR	215500				
GUCY2D	4689	Cone-rod dystrophy 6	AD	601777				
GUCY2D	4689	Leber congenital amaurosis 1	AR	204000				
GUF1	25799	?Epileptic encephalopathy, early infantile, 40	AR	617065				
GUSB	4696	Mucopolysaccharidosis VII	AR	253220				
GYG1	4699	?Glycogen storage disease XV	AR	613507				
GYG1	4699	Polyglucosan body myopathy 2	AR	616199				
GYG2	4700	Leigh syndrome	X		24100632	GUS		
GYG2	4700	Autisme	X		23352160			
GYS1	4706	Glycogen storage disease 0, muscle	AR	611556				
GYS2	4707	Glycogen storage disease 0, liver	AR	240600				
GZF1	15808	Joint laxity, short stature, and myopia	AR	617662				
H6PD	4795	Cortisone reductase deficiency 1	AR	604931				
HAAO	4796	Vertebral, cardiac, renal, and limb defects syndrome 1	AR	617660				
HACE1	21033	Spastic paraplegia and psychomotor retardation with or without seizures	AR	616756				
HADH	4799	3-hydroxyacyl-CoA dehydrogenase deficiency	AR	231530				
HADH	4799	Hyperinsulinemic hypoglycemia, familial, 4 	AR	609975				
HADHA	4801	Fatty liver, acute, of pregnancy	AR	609016				
HADHA	4801	HELLP syndrome, maternal, of pregnancy	AR	609016				
HADHA	4801	LCHAD deficiency	AR	609016				
HADHA	4801	Trifunctional protein deficiency	AR	609015				
HADHB	4803	Trifunctional protein deficiency	AR	609015				
HAMP	15598	Hemochromatosis, type 2B	AR	613313				
HARS	4816	Charcot-Marie-Tooth disease, axonal, type 2W	AD	616625				
HARS	4816	Usher syndrome type 3B	AR	614504				
HARS2	4817	?Perrault syndrome 2	AR	614926				
HAX1	16915	Neutropenia, severe congenital 3, autosomal recessive	AR	610738				
HBA1	4823	Heinz body anemias, alpha-	AD	140700				
HBA1	4823	Hemoglobin H disease, nondeletional	AR	613978				
HBA2	4824	Heinz body anemia	AD	140700				
HBB	4827	Delta-beta thalassemia	AD	141749				
HBB	4827	Heinz body anemias, beta-	AD	140700				
HBB	4827	Hereditary persistence of fetal hemoglobin	AD	141749				
HBB	4827	Sickle cell anemia	AR	603903				
HBB	4827	Thalassemia-beta, dominant inclusion-body	AD	603902				
