# Genepanel: Mendeliom Version: 01 Date: 2018-08-09
#chromosome	txStart	txEnd	refseq	score	strand	geneSymbol	HGNC	Omim gene entry	geneAlias	eGeneID	eTranscriptID	cdsStart	cdsEnd	exonsStarts	exonEnds
2	152341852	152591001	NM_004543.4	0	-	NEB	7720	161650	NEB177D	ENSG00000183091	ENST00000409198	152342273	152589670	152341852,152346484,152346885,152348196,152348611,152348900,152349866,152350288,152350674,152352789,152359306,152359862,152361991,152362679,152363422,152364518,152369246,152370093,152370831,152371331,152372972,152374831,152375478,152376171,152380824,152381028,152381676,152382471,152382671,152383431,152383994,152385723,152387507,152388305,152390728,152392204,152393645,152394385,152394653,152396857,152397210,152397960,152402401,152402858,152403942,152404147,152404821,152406149,152408251,152409185,152409911,152410341,152411444,152417105,152417517,152417721,152418623,152419124,152420119,152420336,152421557,152422014,152422229,152423681,152424584,152424829,152425131,152425781,152426594,152427010,152432208,152432664,152466322,152467029,152467275,152468699,152470789,152472515,152473877,152474788,152475964,152477432,152482047,152483515,152484036,152486052,152487228,152496406,152496868,152499087,152499278,152499663,152500331,152500981,152502643,152506689,152507087,152510505,152511783,152512330,152512666,152514496,152515578,152518648,152520061,152521014,152521272,152521846,152522603,152524317,152525540,152527536,152528882,152530990,152531800,152534078,152534389,152536234,152536431,152537243,152539175,152541291,152543932,152544139,152544805,152547240,152548377,152548572,152548774,152550836,152551035,152552091,152553150,152553661,152553863,152554057,152563394,152566169,152566947,152573929,152579895,152580773,152581370,152581966,152584204,152586128,152589634,152590225,152590911	152342447,152346591,152347032,152348289,152348795,152349008,152349959,152350381,152350767,152352882,152359399,152359955,152362084,152362772,152363527,152364623,152369351,152370207,152370942,152371442,152373077,152374936,152375583,152376282,152380929,152381130,152381787,152382582,152382776,152383536,152384099,152385828,152387615,152388410,152390833,152392309,152393750,152394490,152394758,152396962,152397315,152398065,152402512,152402957,152404047,152404252,152404929,152406254,152408359,152409290,152410016,152410539,152411558,152417213,152417622,152417826,152418728,152419322,152420233,152420444,152421662,152422119,152422334,152423993,152424692,152424931,152425230,152425886,152426906,152427115,152432313,152432868,152466634,152467137,152467380,152468903,152471101,152472623,152473982,152474992,152476276,152477540,152482152,152483719,152484348,152486160,152487333,152496574,152497180,152499195,152499383,152499867,152500643,152501089,152502748,152506893,152507399,152510613,152511888,152512537,152512978,152514604,152515683,152518855,152520373,152521122,152521377,152522053,152522915,152524425,152525645,152527743,152529194,152531098,152531905,152534285,152534701,152536342,152536536,152537342,152539283,152541489,152544046,152544247,152544910,152547339,152548482,152548680,152548876,152550950,152551143,152552196,152553249,152553766,152553971,152554162,152563511,152566277,152567052,152574034,152580000,152580878,152581475,152582074,152584420,152586170,152589699,152590309,152591001
2	152689285	152955681	NM_000726.4	0	-	CACNB4	1404	601949	EJM4	ENSG00000182389	ENST00000539935	152695632	152955525	152689285,152698416,152709961,152711737,152717224,152725690,152727044,152727355,152728930,152732939,152737313,152739764,152954843,152955462	152695893,152698602,152710057,152711889,152717334,152725749,152727125,152727375,152729007,152733070,152737436,152739884,152954927,152955681
2	158592957	158731623	NM_001105.4	0	-	ACVR1	171	102576	SKR1,ALK2,ACVR1A	ENSG00000115170	ENST00000263640	158594042	158656005	158592957,158594951,158617391,158622432,158626879,158630599,158634642,158636848,158655938,158674896,158731375	158594177,158595082,158617589,158622708,158627026,158630699,158634854,158637112,158656012,158675071,158731623
2	160956176	161056824	NM_000888.4	0	-	ITGB6	6161	147558		ENSG00000115221	ENST00000409872	160958246	161056574	160956176,160964189,160968590,160980301,160982889,160993944,160994575,160998492,161025722,161029079,161030484,161051879,161052726,161055689,161056513	160958345,160964356,160968710,160980399,160983112,160994362,160994710,160998582,161025818,161029241,161030650,161052126,161052931,161055769,161056824
2	162272604	162282378	NM_006593.3	0	+	TBR1	11590	604616		ENSG00000136535	ENST00000389554	162272921	162280738	162272604,162274186,162274711,162275402,162276706,162279879	162273613,162274341,162274833,162275561,162276768,162282378
2	163123588	163175218	NM_022168.3	0	-	IFIH1	18873	606951	MDA-5,Hlcd,MDA5,IDDM19	ENSG00000115267	ENST00000263642	163123709	163174817	163123588,163123988,163124596,163128735,163130304,163133196,163133924,163134714,163136505,163137837,163138875,163144644,163150073,163163218,163167274,163174364	163123889,163124079,163124787,163128897,163130454,163133456,163134203,163134838,163136622,163138055,163139086,163144865,163150178,163163365,163167443,163175218
2	165944029	166060577	NM_006922.3	0	-	SCN3A	10590	182391	?	ENSG00000153253	ENST00000283254	165946659	166032904	165944029,165948763,165950883,165952020,165952976,165953761,165956811,165969394,165970325,165971964,165984140,165986449,165987753,165994388,165995985,165997160,166003248,166010961,166012271,166018817,166019065,166020127,166020901,166025245,166026939,166032640,166043060,166060332	165947855,165949034,165950988,165952158,165953030,165954034,165956934,165969568,165970480,165972085,165984611,165986806,165987927,165994627,165996118,165997508,166003539,166011168,166012413,166018881,166019338,166020219,166021030,166025335,166027058,166032954,166043257,166060577
2	165944029	166060577	NM_001081676.1	0	-	SCN3A	10590	182391	?	ENSG00000153253	ENST00000283254	165946659	166032904	165944029,165948763,165950883,165952020,165952976,165953761,165956811,165969394,165970325,165971964,165984140,165986449,165987753,165994388,165995985,165997307,166003248,166010961,166012271,166018817,166019065,166020127,166020901,166025245,166026939,166032640,166043060,166060332	165947855,165949034,165950988,165952158,165953030,165954034,165956934,165969568,165970480,165972085,165984611,165986806,165987927,165994627,165996118,165997508,166003539,166011168,166012413,166018881,166019338,166020219,166021030,166025335,166027058,166032954,166043257,166060577
2	166150340	166248820	NM_021007.2	0	+	SCN2A	10588	182390	Nav1.2,HBSCII,HBSCI	ENSG00000136531	ENST00000283256	166152333	166246334	166150340,166152282,166153526,166164357,166165175,166165861,166166832,166168534,166170129,166170411,166171980,166179665,166183361,166187839,166198805,166201064,166210701,166221652,166223726,166226635,166229734,166231194,166234106,166237101,166237602,166243255,166245138	166150645,166152600,166153645,166164447,166165304,166165953,166167105,166168598,166170271,166170618,166172268,166180010,166183494,166188078,166198979,166201421,166211181,166221773,166223881,166226809,166229857,166231476,166234160,166237239,166237707,166243526,166248820
2	166604312	166650803	NM_004482.3	0	-	GALNT3	4125	601756	GalNAc-T3,HHS,HFTC	ENSG00000115339	ENST00000392701	166605290	166627210	166604312,166606251,166611136,166611441,166613556,166615256,166615845,166618414,166621393,166626695,166650524	166605413,166606404,166611238,166611573,166613757,166615374,166616080,166618564,166621566,166627318,166650803
2	166729871	166810348	NM_024753.4	0	-	TTC21B	25660	612014	FLJ11457,JBTS11,NPHP12,IFT139B,THM1	ENSG00000123607	ENST00000243344	166731264	166810215	166729871,166732674,166737188,166740303,166744788,166746988,166747347,166755195,166756279,166758231,166764187,166767836,166769023,166770083,166771710,166773766,166775785,166781058,166785644,166786159,166786681,166788267,166789482,166797536,166799728,166802033,166805903,166806104,166810194	166731342,166732742,166737309,166740528,166744984,166747150,166747498,166755277,166756390,166758420,166764294,166767975,166769134,166770156,166771949,166773991,166775943,166781188,166785845,166786257,166786874,166788366,166789567,166797694,166799851,166802200,166806014,166806234,166810348
2	166845669	166930149	NM_006920.4	0	-	SCN1A	10585	182389	?	ENSG00000144285	ENST00000375405	166847754	166930131	166845669,166850655,166852522,166854547,166856232,166858981,166866228,166868618,166870253,166872116,166892557,166894285,166895932,166897740,166898801,166900211,166901552,166903279,166904136,166905395,166908228,166909361,166911147,166912920,166915077,166929867	166848932,166850926,166852627,166854685,166856286,166859263,166866351,166868792,166870408,166872237,166893040,166894642,166896106,166897979,166898934,166900559,166901837,166903486,166904278,166905459,166908498,166909453,166911276,166913008,166915198,166930149
2	166845669	166930149	NM_001165963.1	0	-	SCN1A	10585	182389	?	ENSG00000144285	ENST00000423058	166847754	166930131	166845669,166850655,166852522,166854547,166856232,166858981,166866228,166868618,166870253,166872116,166892557,166894285,166895932,166897740,166898801,166900178,166901552,166903279,166904136,166905395,166908228,166909361,166911147,166912920,166915077,166929867	166848932,166850926,166852627,166854685,166856286,166859263,166866351,166868792,166870408,166872237,166893040,166894642,166896106,166897979,166898934,166900559,166901837,166903486,166904278,166905459,166908498,166909453,166911276,166913008,166915198,166930149
2	167051696	167232497	NM_002977.3	0	-	SCN9A	10597	603415	Nav1.7,PN1,NE-NA,NENA,ETHA	ENSG00000169432	ENST00000409672	167055181	167168266	167051696,167060464,167060869,167083076,167084179,167085200,167089849,167094603,167099011,167108274,167128908,167133492,167134649,167136866,167138188,167140995,167142845,167144946,167149740,167151108,167159599,167160747,167162301,167163019,167163465,167168008,167232206	167056374,167060735,167060974,167083214,167084233,167085482,167089972,167094777,167099166,167108395,167129385,167133849,167134823,167137105,167138318,167141334,167143133,167145153,167149882,167151172,167159812,167160839,167162430,167163109,167163584,167168316,167232497
2	169779448	169887833	NM_003742.2	0	-	ABCB11	42	603201	?	ENSG00000073734	ENST00000263817	169780131	169874635	169779448,169781166,169783665,169787174,169788886,169791693,169792739,169801114,169801366,169814473,169820715,169824936,169825859,169826554,169828356,169830224,169833086,169836375,169842619,169847310,169850220,169851858,169853144,169869781,169870812,169873287,169874559,169887734	169780332,169781313,169783872,169787372,169789043,169791935,169792943,169801276,169801471,169814638,169820818,169825000,169826061,169826725,169828560,169830350,169833197,169836489,169842794,169847435,169850392,169851992,169853232,169870020,169870864,169873309,169874662,169887833
2	169983618	170219122	NM_004525.2	0	-	LRP2	6694	600073	gp330,DBS	ENSG00000081479	ENST00000263816	169985172	170218909	169983618,169985522,169989083,169993901,169995086,169995760,169996052,169996964,169999183,170002256,170003248,170007407,170009308,170010969,170012783,170013880,170018981,170022441,170025048,170026211,170027060,170028524,170029605,170030428,170031702,170032920,170034312,170037957,170038676,170042012,170044479,170048341,170050270,170053420,170055295,170058137,170059265,170060491,170061988,170062532,170062839,170065962,170068477,170070166,170072762,170076963,170081819,170082931,170088223,170089920,170092349,170093612,170094600,170096036,170097497,170099465,170099912,170101202,170103214,170103887,170112615,170113633,170115534,170127413,170129436,170131545,170134254,170135881,170136859,170139382,170145535,170147354,170148762,170150657,170151109,170163790,170175271,170177286,170218830	169985340,169985594,169989191,169994003,169995216,169995881,169996120,169997055,169999303,170002433,170003469,170007536,170009474,170011113,170012915,170014012,170019110,170022564,170025186,170026328,170027177,170028644,170029734,170030674,170031899,170033098,170034536,170038128,170038829,170042529,170044775,170048543,170050402,170053540,170055421,170058380,170059469,170060781,170062147,170062698,170063760,170066151,170068717,170070380,170072940,170077073,170081963,170083098,170088352,170090098,170092578,170093797,170094812,170096285,170097875,170099582,170100032,170101442,170103496,170104025,170112746,170113759,170115727,170127617,170129577,170131748,170134461,170136105,170137029,170139511,170145655,170147507,170148879,170150771,170151220,170163907,170175394,170177394,170219122
2	170336005	170363165	NM_152384.2	0	+	BBS5	970	603650	DKFZp762I194	ENSG00000163093	ENST00000295240	170336063	170361092	170336005,170338760,170343578,170344315,170344496,170349383,170350250,170354136,170355995,170359604,170360812,170360990	170336122,170338843,170343644,170344365,170344624,170349519,170350346,170354199,170356130,170359688,170360836,170363165
2	170366211	170382772	NM_006063.2	0	+	KLHL41	16905	607701	SARCOSIN,Krp1	ENSG00000239474	ENST00000284669	170366288	170382206	170366211,170371083,170371363,170374699,170377370,170382094	170367398,170371241,170371471,170374885,170377517,170382772
2	171673199	171717659	NM_000817.2	0	+	GAD1	4092	605363		ENSG00000128683	ENST00000358196	171675101	171716392	171673199,171675038,171678596,171685984,171687459,171693302,171700554,171702015,171702215,171702518,171704185,171705795,171709223,171710382,171713527,171715313,171716218	171673558,171675183,171678659,171686143,171687702,171693393,171700667,171702131,171702295,171702573,171704302,171705860,171709302,171710532,171713635,171715403,171717659
2	172290760	172341562	NM_025000.3	0	+	DCAF17	25784	612515	FLJ13096	ENSG00000115827	ENST00000375255	172291087	172337624	172290760,172291592,172300032,172305190,172306388,172309633,172314480,172314881,172325397,172330375,172333369,172334496,172336547,172337483	172291213,172291696,172300123,172305327,172306467,172309723,172314585,172314987,172325540,172330485,172333460,172334580,172336703,172341562
2	172639914	172750816	NM_003705.4	0	-	SLC25A12	10982	603667	Aralar	ENSG00000115840	ENST00000422440	172641783	172750724	172639914,172644080,172644298,172647960,172650136,172666115,172666733,172669848,172671630,172683307,172690472,172691236,172693630,172700878,172712343,172725190,172749714,172750712	172641985,172644171,172644457,172648099,172650277,172666196,172666786,172670007,172671712,172683392,172690566,172691375,172693777,172701018,172712459,172725333,172749768,172750816
2	173292282	173371183	NM_000210.3	0	+	ITGA6	6142	147556	CD49f	ENSG00000091409	ENST00000264107	173292516	173366607	173292282,173330266,173332208,173333852,173335701,173338782,173339656,173340324,173341122,173344368,173344717,173349509,173349848,173351750,173351991,173352274,173352455,173352688,173352853,173354212,173355751,173355948,173356152,173362702,173366499,173368818	173292698,173330391,173332288,173334108,173335833,173338993,173339850,173340413,173341241,173344467,173344779,173349670,173349992,173351866,173352181,173352358,173352535,173352766,173352956,173354386,173355850,173356059,173356251,173362828,173366629,173371183
2	174219560	174233718	NM_031942.4	0	+	CDCA7	14628	609937	FLJ14736,JPO1	ENSG00000144354	ENST00000306721	174219691	174232392	174219560,174223439,174223982,174227953,174228545,174229522,174230179,174231010,174231877,174232361	174219712,174223565,174224219,174228190,174228623,174229717,174230320,174231160,174232014,174233718
2	175424301	175547627	NM_001077269.1	0	-	WIPF1	12736	602357	WIP	ENSG00000115935	ENST00000272746	175427274	175450301	175424301,175431797,175432588,175436403,175439931,175446037,175450250,175547501	175427330,175431911,175432801,175437174,175440108,175446167,175450339,175547627
2	175612322	175629200	NM_000079.3	0	-	CHRNA1	1955	100690		ENSG00000138435	ENST00000348749	175612851	175629122	175612322,175613307,175614673,175618230,175618946,175622293,175624058,175624215,175629079	175612983,175613547,175614897,175618468,175619142,175622403,175624103,175624361,175629200
2	175664041	175869981	NM_001822.5	0	-	CHN1	1943	118423	RhoGAP2,ARHGAP2,n-chimerin	ENSG00000128656	ENST00000409900	175664843	175869640	175664041,175666434,175673632,175676238,175677036,175689161,175711607,175742567,175779785,175783261,175809615,175816891,175869621	175665015,175666540,175673770,175676316,175677210,175689246,175711685,175742856,175779899,175783293,175809671,175816930,175869981
2	176957531	176960666	NM_000523.3	0	+	HOXD13	5136	142989		ENSG00000128714	ENST00000392539	176957618	176959458	176957531,176959207	176958399,176960666
2	176981491	176984670	NM_002148.3	0	+	HOXD10	5133	142984		ENSG00000128710	ENST00000249501	176981561	176983959	176981491,176983681	176982306,176984670
2	178095030	178129859	NM_006164.4	0	-	NFE2L2	7782	600492	NRF2	ENSG00000116044	ENST00000397062	178095512	178129304	178095030,178097119,178097977,178098732,178129259	178096736,178097311,178098067,178098999,178129859
2	178257470	178408564	NM_003659.3	0	+	AGPS	327	603051	ADHAPS,ADAS,ALDHPSY,ADPS,ADAP-S	ENSG00000018510	ENST00000264167	178257517	178402923	178257470,178284996,178299054,178301491,178301707,178305692,178307134,178310273,178326620,178333143,178346786,178357875,178362416,178364345,178370233,178372697,178378546,178385996,178388475,178402801	178257777,178285086,178299145,178301612,178301782,178305764,178307214,178310354,178326746,178333252,178346914,178357927,178362493,178364458,178370303,178372759,178378636,178386096,178388533,178408564
2	178487976	178937482	NM_016953.3	0	-	PDE11A	8773	604961		ENSG00000128655	ENST00000286063	178494134	178937164	178487976,178528593,178534220,178540182,178545553,178562059,178565848,178576496,178592385,178592753,178634050,178681555,178682584,178684946,178704977,178740585,178762784,178769824,178879028,178936252	178494290,178528677,178534295,178540246,178545631,178562160,178565939,178576606,178592493,178592900,178634101,178681648,178682652,178685022,178705110,178740650,178762925,178769914,178879187,178937482
2	179296140	179315958	NM_003690.4	0	-	PRKRA	9438	603424	PACT,RAX,HSD14,DYT16	ENSG00000180228	ENST00000325748	179296823	179315757	179296140,179300871,179306336,179307993,179309148,179312231,179314968,179315692	179296981,179301046,179306431,179308111,179309227,179312313,179315138,179315958
